Ensembl Id	Gene Name	Description	Entrez	Genbank	UniGene
ENSG00000184350	MRGPRE	"MAS-related GPR, member E [Source:HGNC Symbol;Acc:30694]"	116534	AAI04890	Hs.745512
ENSG00000184371	CSF1	colony stimulating factor 1 (macrophage) [Source:HGNC Symbol;Acc:2432]	1435	AAB59527	Hs.173894
ENSG00000184557	SOCS3	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:19391]	9021		Hs.703620
ENSG00000184560	C17orf74	chromosome 17 open reading frame 74 [Source:HGNC Symbol;Acc:27315]	201243		Hs.380704
ENSG00000184678	HIST2H2BE	"histone cluster 2, H2be [Source:HGNC Symbol;Acc:4760]"	8349	CAA41051	Hs.2178
ENSG00000184697	CLDN6	claudin 6 [Source:HGNC Symbol;Acc:2048]	9074		Hs.690156
ENSG00000184787	UBE2G2	ubiquitin-conjugating enzyme E2G 2 [Source:HGNC Symbol;Acc:12483]	7327		Hs.701398
ENSG00000184840	TMED9	transmembrane emp24 protein transport domain containing 9 [Source:HGNC Symbol;Acc:24878]	54732	AAH01123	
ENSG00000184895	SRY	sex determining region Y [Source:HGNC Symbol;Acc:11311]	6736		Hs.1992
ENSG00000184898	RBM43	RNA binding motif protein 43 [Source:HGNC Symbol;Acc:24790]	375287		Hs.678124
ENSG00000184905	TCEAL2	transcription elongation factor A (SII)-like 2 [Source:HGNC Symbol;Acc:29818]	140597	AAL37355	Hs.401835
ENSG00000184908	CLCNKB	"chloride channel, voltage-sensitive Kb [Source:HGNC Symbol;Acc:2027]"	1188		Hs.352243
ENSG00000184979	USP18	ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:12616]	11274	AAP35481	Hs.736485
ENSG00000185022	MAFF	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F [Source:HGNC Symbol;Acc:6780]	23764		Hs.630450
ENSG00000185070	FLRT2	fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:3761]	23768	BAG59727	Hs.744139
ENSG00000185201	IFITM2	interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:5413]	10581	CAA40625	Hs.709321
ENSG00000185272	RBM11	RNA binding motif protein 11 [Source:HGNC Symbol;Acc:9897]	54033	EAX10061	Hs.283828
ENSG00000185290	NUPR1L	"nuclear protein, transcriptional regulator, 1-like [Source:HGNC Symbol;Acc:44164]"	389493		Hs.177948
ENSG00000185338	SOCS1	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:19383]	8651	AAY87931	Hs.50640
ENSG00000185385	OR7A17	"olfactory receptor, family 7, subfamily A, member 17 [Source:HGNC Symbol;Acc:8363]"	26333	AAC25628	Hs.247717
ENSG00000185404	SP140L	SP140 nuclear body protein-like [Source:HGNC Symbol;Acc:25105]	93349		Hs.630012
ENSG00000185483	ROR1	receptor tyrosine kinase-like orphan receptor 1 [Source:HGNC Symbol;Acc:10256]	4919	AAA60275	Hs.128753
ENSG00000185507	IRF7	interferon regulatory factor 7 [Source:HGNC Symbol;Acc:6122]	3665		Hs.166120
ENSG00000185513	L3MBTL1	l(3)mbt-like 1 (Drosophila) [Source:HGNC Symbol;Acc:15905]	26013	AAC69438	Hs.709356
ENSG00000185519	FAM131C	"family with sequence similarity 131, member C [Source:HGNC Symbol;Acc:26717]"	348487	BAC04282	Hs.711412
ENSG00000185585	OLFML2A	olfactomedin-like 2A [Source:HGNC Symbol;Acc:27270]	169611	AAQ88552	Hs.623599
ENSG00000185624	P4HB	"prolyl 4-hydroxylase, beta polypeptide [Source:HGNC Symbol;Acc:8548]"	5034		Hs.708779
ENSG00000185745	IFIT1	interferon-induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:5407]	3434	EAW50137	Hs.20315
ENSG00000185880	TRIM69	tripartite motif containing 69 [Source:HGNC Symbol;Acc:17857]	140691		Hs.745248
ENSG00000185885	IFITM1	interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:5412]	8519	AAA35494	
ENSG00000186063	AIDA	"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:25761]"	64853		Hs.743777
ENSG00000186081	KRT5	keratin 5 [Source:HGNC Symbol;Acc:6442]	3852		Hs.433845
ENSG00000186088	GSAP	gamma-secretase activating protein [Source:HGNC Symbol;Acc:28042]	54103		Hs.186649
ENSG00000186188	FFAR4	free fatty acid receptor 4 [Source:HGNC Symbol;Acc:19061]	338557		Hs.661022
ENSG00000186281	GPAT2	"glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:HGNC Symbol;Acc:27168]"	150763		Hs.679801
ENSG00000186298	PPP1CC	"protein phosphatase 1, catalytic subunit, gamma isozyme [Source:HGNC Symbol;Acc:9283]"	5501		Hs.745214
ENSG00000186470	BTN3A2	"butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]"	11118	AAB53424	Hs.718089
ENSG00000186474	KLK12	kallikrein-related peptidase 12 [Source:HGNC Symbol;Acc:6360]	43849	AAH35385	Hs.411572
ENSG00000186564	FOXD2	forkhead box D2 [Source:HGNC Symbol;Acc:3803]	2306	AAC15421	Hs.166188
ENSG00000186660	ZFP91	ZFP91 zinc finger protein [Source:HGNC Symbol;Acc:14983]	80829	BAG58548	Hs.732346
ENSG00000186723	OR10H1	"olfactory receptor, family 10, subfamily H, member 1 [Source:HGNC Symbol;Acc:8172]"	26539	AAC08454	Hs.533925
ENSG00000186777	ZNF732	zinc finger protein 732 [Source:HGNC Symbol;Acc:37138]	654254	BAG63481	
ENSG00000186790	FOXE3	forkhead box E3 [Source:HGNC Symbol;Acc:3808]	2301	AAF82793	Hs.112968
ENSG00000186818	LILRB4	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4 [Source:HGNC Symbol;Acc:6608]"	11006		Hs.67846
ENSG00000186832	KRT16	keratin 16 [Source:HGNC Symbol;Acc:6423]	3868		Hs.655160
ENSG00000186868	MAPT	microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893]	4137	BAG61605	Hs.101174
ENSG00000187010	RHD	"Rh blood group, D antigen [Source:HGNC Symbol;Acc:10009]"	6007	AFP86357	Hs.449968
ENSG00000187079	TEAD1	TEA domain family member 1 (SV40 transcriptional enhancer factor) [Source:HGNC Symbol;Acc:11714]	7003	AAI15399	Hs.655331
ENSG00000187372	PCDHB13	protocadherin beta 13 [Source:HGNC Symbol;Acc:8684]	56123	AAD43753	Hs.283803
ENSG00000187475	HIST1H1T	"histone cluster 1, H1t [Source:HGNC Symbol;Acc:4720]"	3010	AAA35944	Hs.533293
ENSG00000187531	SIRT7	sirtuin 7 [Source:HGNC Symbol;Acc:14935]	51547		Hs.514636
ENSG00000187535	IFT140	intraflagellar transport 140 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:29077]	9742		Hs.389438
ENSG00000187608	ISG15	ISG15 ubiquitin-like modifier [Source:HGNC Symbol;Acc:4053]	9636	AAA36038	
ENSG00000187609	EXD3	exonuclease 3'-5' domain containing 3 [Source:HGNC Symbol;Acc:26023]	54932	BAC10986	Hs.739704
ENSG00000187741	FANCA	"Fanconi anemia, complementation group A [Source:HGNC Symbol;Acc:3582]"	2175	AAI20979	Hs.744083
ENSG00000187902	SHISA7	shisa family member 7 [Source:HGNC Symbol;Acc:35409]	729956		Hs.6664
ENSG00000187953	PMS2CL	PMS2 C-terminal like pseudogene [Source:HGNC Symbol;Acc:30061]	441194		Hs.715590
ENSG00000188042	ARL4C	ADP-ribosylation factor-like 4C [Source:HGNC Symbol;Acc:698]	10123	CAE30322	Hs.740851
ENSG00000188060	RAB42	"RAB42, member RAS oncogene family [Source:HGNC Symbol;Acc:28702]"	115273	BAG35109	Hs.660005
ENSG00000188064	WNT7B	"wingless-type MMTV integration site family, member 7B [Source:HGNC Symbol;Acc:12787]"	7477		Hs.512714
ENSG00000188219	POTEE	"POTE ankyrin domain family, member E [Source:HGNC Symbol;Acc:33895]"	445582	AAS58862	Hs.686146
ENSG00000188290	HES4	hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:24149]	57801	BAB13510	
ENSG00000188313	PLSCR1	phospholipid scramblase 1 [Source:HGNC Symbol;Acc:9092]	5359	BAG61960	Hs.130759
ENSG00000188338	SLC38A3	"solute carrier family 38, member 3 [Source:HGNC Symbol;Acc:18044]"			Hs.76460
ENSG00000188383	AC018892.9				Hs.737451
ENSG00000188389	PDCD1	programmed cell death 1 [Source:HGNC Symbol;Acc:8760]	5133	AAO25116	Hs.158297
ENSG00000188610	FAM72B	"family with sequence similarity 72, member B [Source:HGNC Symbol;Acc:24805]"	653820	CAI14138	Hs.339665
ENSG00000188641	DPYD	dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:3012]	1806	BAG59923	Hs.613866
ENSG00000188672	RHCE	"Rh blood group, CcEe antigens [Source:HGNC Symbol;Acc:10008]"	6007	AFP86357	Hs.523054
ENSG00000188735	TMEM120B	transmembrane protein 120B [Source:HGNC Symbol;Acc:32008]	144404		Hs.744740
ENSG00000188778	ADRB3	adrenoceptor beta 3 [Source:HGNC Symbol;Acc:288]	155	BAF85722	Hs.2549
ENSG00000188846	RPL14	ribosomal protein L14 [Source:HGNC Symbol;Acc:10305]	9045		
ENSG00000188937	NYX	nyctalopin [Source:HGNC Symbol;Acc:8082]	60506	CAC19014	Hs.302019
ENSG00000188987	HIST1H4D	"histone cluster 1, H4d [Source:HGNC Symbol;Acc:4782]"	8294	AAI48272	
ENSG00000189013	KIR2DL4	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4 [Source:HGNC Symbol;Acc:6332]"	3805	AAL14212	Hs.661219
ENSG00000189050	RNFT1	"ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:30206]"	51136		Hs.657803
ENSG00000189253	TRIM64B	tripartite motif containing 64B [Source:HGNC Symbol;Acc:37147]	120146	AFI99092	Hs.740240
ENSG00000189295	ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3 readthrough (non-protein coding) [Source:HGNC Symbol;Acc:42393]	23783		Hs.627452
ENSG00000189401	OTUD6A	OTU domain containing 6A [Source:HGNC Symbol;Acc:32312]	139562	BAC05384	Hs.447381
ENSG00000189403	HMGB1	high mobility group box 1 [Source:HGNC Symbol;Acc:4983]	3146	AAF71287	Hs.717965
ENSG00000196074	SYCP2	synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:11490]	10388		Hs.202676
ENSG00000196116	TDRD7	tudor domain containing 7 [Source:HGNC Symbol;Acc:30831]	23424	BAG37370	Hs.193842
ENSG00000196136	SERPINA3	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:16]"	12		
ENSG00000196169	KIF19	kinesin family member 19 [Source:HGNC Symbol;Acc:26735]	124602	BAC04386	Hs.372773
ENSG00000196171	OR6K2	"olfactory receptor, family 6, subfamily K, member 2 [Source:HGNC Symbol;Acc:15029]"	81448	BAC05860	Hs.554489
ENSG00000196187	TMEM63A	transmembrane protein 63A [Source:HGNC Symbol;Acc:29118]	9725		Hs.729820
ENSG00000196189	SEMA4A	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A [Source:HGNC Symbol;Acc:10729]"	64218	BAG59287	Hs.408846
ENSG00000196236	XPNPEP3	"X-prolyl aminopeptidase (aminopeptidase P) 3, putative [Source:HGNC Symbol;Acc:28052]"	63929		Hs.667606
ENSG00000196247	ZNF107	zinc finger protein 107 [Source:HGNC Symbol;Acc:12887]	51427	BAB20272	Hs.732661
ENSG00000196263	ZNF471	zinc finger protein 471 [Source:HGNC Symbol;Acc:23226]	57573		Hs.710590
ENSG00000196341	OR8D1	"olfactory receptor, family 8, subfamily D, member 1 [Source:HGNC Symbol;Acc:8481]"	283159	AAL32998	Hs.504211
ENSG00000196366	C9orf163	chromosome 9 open reading frame 163 [Source:HGNC Symbol;Acc:26718]	158055	BAC04285	Hs.212613
ENSG00000196371	FUT4	"fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific) [Source:HGNC Symbol;Acc:4015]"	2526	AAA63172	Hs.390420
ENSG00000196470	SIAH1	siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:10857]	6477		Hs.734460
ENSG00000196498	NCOR2	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:7673]	9612	AAB50847	Hs.738464
ENSG00000196604	POTEF	"POTE ankyrin domain family, member F [Source:HGNC Symbol;Acc:33905]"	728378		Hs.580547
ENSG00000196611	MMP1	matrix metallopeptidase 1 (interstitial collagenase) [Source:HGNC Symbol;Acc:7155]	4312	ABD92796	Hs.83169
ENSG00000196616	ADH1B	"alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:250]"	125		Hs.613968
ENSG00000196628	TCF4	transcription factor 4 [Source:HGNC Symbol;Acc:11634]	6925	CBY80182	Hs.742885
ENSG00000196684	HSH2D	hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:24920]	84941	AAQ81285	Hs.631617
ENSG00000196696	PDXDC2P	"pyridoxal-dependent decarboxylase domain containing 2, pseudogene [Source:HGNC Symbol;Acc:27559]"	283970		Hs.446876
ENSG00000196712	NF1	neurofibromin 1 [Source:HGNC Symbol;Acc:7765]	4763	BAG63383	Hs.721732
ENSG00000196724	ZNF418	zinc finger protein 418 [Source:HGNC Symbol;Acc:20647]	147686		Hs.660728
ENSG00000196739	COL27A1	"collagen, type XXVII, alpha 1 [Source:HGNC Symbol;Acc:22986]"	85301		Hs.494892
ENSG00000196776	CD47	CD47 molecule [Source:HGNC Symbol;Acc:1682]	961		Hs.713993
ENSG00000196792	STRN3	"striatin, calmodulin binding protein 3 [Source:HGNC Symbol;Acc:15720]"	29966		Hs.733226
ENSG00000196821	C6orf106	chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:21215]	64771		Hs.718749
ENSG00000196834	POTEI	"POTE ankyrin domain family, member I [Source:HGNC Symbol;Acc:37093]"	653269		Hs.558782
ENSG00000196850	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30695]	160760	AAM43836	Hs.731735
ENSG00000196860	TOMM20L	translocase of outer mitochondrial membrane 20 homolog (yeast)-like [Source:HGNC Symbol;Acc:33752]	387990		Hs.592307
ENSG00000196937	FAM3C	"family with sequence similarity 3, member C [Source:HGNC Symbol;Acc:18664]"	10447		Hs.714055
ENSG00000196950	SLC39A10	"solute carrier family 39 (zinc transporter), member 10 [Source:HGNC Symbol;Acc:20861]"	57181	BAG57901	Hs.650158
ENSG00000196954	CASP4	"caspase 4, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1505]"	837		Hs.682353
ENSG00000196961	AP2A1	"adaptor-related protein complex 2, alpha 1 subunit [Source:HGNC Symbol;Acc:561]"	160		Hs.467125
ENSG00000197142	ACSL5	acyl-CoA synthetase long-chain family member 5 [Source:HGNC Symbol;Acc:16526]	51703	BAG63242	Hs.11638
ENSG00000197153	HIST1H3J	"histone cluster 1, H3j [Source:HGNC Symbol;Acc:4774]"	8350	CAA24952	
ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:30646]	27044		Hs.122523
ENSG00000197253	TPSB2	tryptase beta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:14120]	64499		
ENSG00000197256	KANK2	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:29300]	25959		Hs.744940
ENSG00000197263	OR8D2	"olfactory receptor, family 8, subfamily D, member 2 [Source:HGNC Symbol;Acc:8482]"	283160	AAG43386	Hs.504212
ENSG00000197409	HIST1H3D	"histone cluster 1, H3d [Source:HGNC Symbol;Acc:4767]"	8350	CAA24952	Hs.679229
ENSG00000197421	GGT3P	gamma-glutamyltransferase 3 pseudogene [Source:HGNC Symbol;Acc:4252]			Hs.736809
ENSG00000197448	GSTK1	glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:16906]	373156	BAF82269	Hs.390667
ENSG00000197451	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:5034]	3182		Hs.591731
ENSG00000197536	C5orf56	chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:33838]			
ENSG00000197641	SERPINB13	"serpin peptidase inhibitor, clade B (ovalbumin), member 13 [Source:HGNC Symbol;Acc:8944]"	5275	CAA04935	Hs.737241
ENSG00000197694	SPTAN1	"spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:11273]"	6709		Hs.701738
ENSG00000197702	PARVA	"parvin, alpha [Source:HGNC Symbol;Acc:14652]"	55742	BAH14188	Hs.708614
ENSG00000197746	PSAP	prosaposin [Source:HGNC Symbol;Acc:9498]	5660		Hs.705948
ENSG00000197838	CYP2A13	"cytochrome P450, family 2, subfamily A, polypeptide 13 [Source:HGNC Symbol;Acc:2608]"	1553	AAB40519	Hs.567252
ENSG00000197852	FAM212B	"family with sequence similarity 212, member B [Source:HGNC Symbol;Acc:28045]"	55924		Hs.715034
ENSG00000197870	PRB3	proline-rich protein BstNI subfamily 3 [Source:HGNC Symbol;Acc:9339]	5544	CAA30477	Hs.73031
ENSG00000197971	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	4155		Hs.551713
ENSG00000198026	ZNF335	zinc finger protein 335 [Source:HGNC Symbol;Acc:15807]	63925	BAB15379	Hs.174193
ENSG00000198074	AKR1B10	"aldo-keto reductase family 1, member B10 (aldose reductase) [Source:HGNC Symbol;Acc:382]"	57016	AAC17469	Hs.116724
ENSG00000198087	CD2AP	CD2-associated protein [Source:HGNC Symbol;Acc:14258]	23607	AAD34595	Hs.485518
ENSG00000198113	TOR4A	"torsin family 4, member A [Source:HGNC Symbol;Acc:25981]"	54863	BAA91032	Hs.495541
ENSG00000198176	TFDP1	transcription factor Dp-1 [Source:HGNC Symbol;Acc:11749]	7027	BAG59621	Hs.706025
ENSG00000198231	DDX42	DEAD (Asp-Glu-Ala-Asp) box helicase 42 [Source:HGNC Symbol;Acc:18676]	11325	BAG50996	Hs.702010
ENSG00000198246	SLC29A3	"solute carrier family 29 (equilibrative nucleoside transporter), member 3 [Source:HGNC Symbol;Acc:23096]"	55315	AAK00958	Hs.438419
ENSG00000198300	PEG3	paternally expressed 3 [Source:HGNC Symbol;Acc:8826]	5178		Hs.731875
ENSG00000198369	SPRED2	"sprouty-related, EVH1 domain containing 2 [Source:HGNC Symbol;Acc:17722]"	200734		Hs.59332
ENSG00000198406	BZW1P2	basic leucine zipper and W2 domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:33954]			
ENSG00000198420	FAM115A	"family with sequence similarity 115, member A [Source:HGNC Symbol;Acc:22201]"	9747		Hs.744048
ENSG00000198563	DDX39B	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:HGNC Symbol;Acc:13917]	7919	BAG58508	Hs.635791
ENSG00000198670	LPA	"lipoprotein, Lp(a) [Source:HGNC Symbol;Acc:6667]"	4018	AAF03680	Hs.520120
ENSG00000198734	F5	"coagulation factor V (proaccelerin, labile factor) [Source:HGNC Symbol;Acc:3542]"	2153	BAG62188	Hs.30054
ENSG00000198736	MSRB1	methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:14133]	51734		
ENSG00000198742	SMURF1	SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:16807]	57154	EAW76686	Hs.189329
ENSG00000198788	MUC2	"mucin 2, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:7512]"	4583		
ENSG00000198814	GK	glycerol kinase [Source:HGNC Symbol;Acc:4289]	2710		Hs.617561
ENSG00000198839	ZNF277	zinc finger protein 277 [Source:HGNC Symbol;Acc:13070]	11179	EAW83457	Hs.655904
ENSG00000198844	ARHGEF15	Rho guanine nucleotide exchange factor (GEF) 15 [Source:HGNC Symbol;Acc:15590]	22899	BAA74938	Hs.443109
ENSG00000198846	TOX	thymocyte selection-associated high mobility group box [Source:HGNC Symbol;Acc:18988]	9760	BAG63663	Hs.634856
ENSG00000198851	CD3E	"CD3e molecule, epsilon (CD3-TCR complex) [Source:HGNC Symbol;Acc:1674]"	916	AAA61062	Hs.692065
ENSG00000198900	TOP1	topoisomerase (DNA) I [Source:HGNC Symbol;Acc:11986]	7150	AAH00943	Hs.472737
ENSG00000198933	TBKBP1	TBK1 binding protein 1 [Source:HGNC Symbol;Acc:30140]	9755	BAA34495	Hs.94790
ENSG00000198946	SSX4B	"synovial sarcoma, X breakpoint 4B [Source:HGNC Symbol;Acc:16880]"	6759		Hs.558402
ENSG00000198947	DMD	dystrophin [Source:HGNC Symbol;Acc:2928]	1756	AAA52315	Hs.653669
ENSG00000198959	TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:11778]	7052	BAG58599	Hs.517033
ENSG00000198961	PJA2	"praja ring finger 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17481]"	9867	BAA23710	Hs.483036
ENSG00000203397	RP13-36G14.3				
ENSG00000203581	OR1F2P	"olfactory receptor, family 1, subfamily F, member 2 [Source:HGNC Symbol;Acc:8196]"	26184		Hs.651203
ENSG00000203809	LINC00577	long intergenic non-protein coding RNA 577 [Source:HGNC Symbol;Acc:21553]	100113403		Hs.649249
ENSG00000203812	HIST2H2AA4	"histone cluster 2, H2aa4 [Source:HGNC Symbol;Acc:29668]"	8337	AAC24465	Hs.530461
ENSG00000203817	FAM72C	"family with sequence similarity 72, member C [Source:HGNC Symbol;Acc:30602]"		CAI23570	Hs.735819
ENSG00000203827	NBPF16	"neuroblastoma breakpoint family, member 16 [Source:HGNC Symbol;Acc:31996]"	728936	CAI16654	Hs.523572
ENSG00000203832	NBPF20	"neuroblastoma breakpoint family, member 20 [Source:HGNC Symbol;Acc:32000]"	25832		Hs.732082
ENSG00000203859	HSD3B2	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 [Source:HGNC Symbol;Acc:5218]"	3284	AAA36014	
ENSG00000204103	MAFB	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B [Source:HGNC Symbol;Acc:6408]	9935	AAD30106	Hs.718691
ENSG00000204169	AGAP7	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7 [Source:HGNC Symbol;Acc:23465]"	653268	CAH70062	Hs.528346
ENSG00000204172	AGAP10	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 10 [Source:HGNC Symbol;Acc:23462]"	642517		Hs.645346
ENSG00000204174	NPY4R	neuropeptide Y receptor Y4 [Source:HGNC Symbol;Acc:9329]	100996758	AAC50280	Hs.524719
ENSG00000204197	KIFC1	kinesin family member C1 [Source:HGNC Symbol;Acc:6389]	3833		Hs.436912
ENSG00000204252	HLA-DOA	"major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:4936]"	3111	BAG62939	Hs.631991
ENSG00000204264	PSMB8	"proteasome (prosome, macropain) subunit, beta type, 8 [Source:HGNC Symbol;Acc:9545]"	5696	CAA47026	Hs.180062
ENSG00000204267	TAP2	"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:HGNC Symbol;Acc:44]"	6891	AAP88908	Hs.502
ENSG00000204305	AGER	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	177	ACF47656	Hs.534342
ENSG00000204397	CARD16	"caspase recruitment domain family, member 16 [Source:HGNC Symbol;Acc:33701]"	114769		Hs.348365
ENSG00000204420	C6orf25	chromosome 6 open reading frame 25 [Source:HGNC Symbol;Acc:13937]	80739	BAG52544	Hs.247879
ENSG00000204421	LY6G6C	"lymphocyte antigen 6 complex, locus G6C [Source:HGNC Symbol;Acc:13936]"	80740	CAB46081	Hs.732272
ENSG00000204434	POTEKP	"POTE ankyrin domain family, member K, pseudogene [Source:HGNC Symbol;Acc:30182]"	440915		
ENSG00000204450	TRIM64	tripartite motif containing 64 [Source:HGNC Symbol;Acc:14663]			Hs.454490
ENSG00000204469	PRRC2A	proline-rich coiled-coil 2A [Source:HGNC Symbol;Acc:13918]	7916	AAA35585	Hs.436093
ENSG00000204498	NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1 [Source:HGNC Symbol;Acc:7800]	4795	CAA54867	
ENSG00000204525	HLA-C	"major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:4933]"	3107	CAP72284	Hs.732433
ENSG00000204536	CCHCR1	coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:13930]	54535		Hs.485075
ENSG00000204569	PPP1R10	"protein phosphatase 1, regulatory subunit 10 [Source:HGNC Symbol;Acc:9284]"	5514	AAI36295	Hs.106019
ENSG00000204592	HLA-E	"major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:4962]"	3133	ADN38247	Hs.650174
ENSG00000204604	ZNF468	zinc finger protein 468 [Source:HGNC Symbol;Acc:33105]	90333		Hs.621021
ENSG00000204610	TRIM15	tripartite motif containing 15 [Source:HGNC Symbol;Acc:16284]	89870		Hs.591789
ENSG00000204613	TRIM10	tripartite motif containing 10 [Source:HGNC Symbol;Acc:10072]	10107	AAG53495	Hs.709483
ENSG00000204616	TRIM31	tripartite motif containing 31 [Source:HGNC Symbol;Acc:16289]	11074	BAE78603	Hs.732862
ENSG00000204622	HLA-J	"major histocompatibility complex, class I, J (pseudogene) [Source:HGNC Symbol;Acc:4967]"	3137		Hs.720762
ENSG00000204632	HLA-G	"major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:4964]"	3135	AAA58654	
ENSG00000204642	HLA-F	"major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:4963]"	3134		Hs.700263
ENSG00000204681	GABBR1	"gamma-aminobutyric acid (GABA) B receptor, 1 [Source:HGNC Symbol;Acc:4070]"	2550		Hs.744370
ENSG00000204688	OR2H1	"olfactory receptor, family 2, subfamily H, member 1 [Source:HGNC Symbol;Acc:8252]"	26716	CAD31037	Hs.740793
ENSG00000204694	OR11A1	"olfactory receptor, family 11, subfamily A, member 1 [Source:HGNC Symbol;Acc:8176]"	26531	CAC20534	Hs.676010
ENSG00000204713	TRIM27	tripartite motif containing 27 [Source:HGNC Symbol;Acc:9975]	5987	AAF32265	Hs.614196
ENSG00000204880	KRTAP4-8	keratin associated protein 4-8 [Source:HGNC Symbol;Acc:17230]	728224	CAC27579	Hs.307019
ENSG00000204936	CD177	CD177 molecule [Source:HGNC Symbol;Acc:30072]	57126	AAG00895	Hs.232165
ENSG00000204983	PRSS1	"protease, serine, 1 (trypsin 1) [Source:HGNC Symbol;Acc:9475]"	5644		
ENSG00000205030	OR5L2	"olfactory receptor, family 5, subfamily L, member 2 [Source:HGNC Symbol;Acc:8351]"	26338	BAC06002	Hs.528356
ENSG00000205084	TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:37234]	79583		Hs.156784
ENSG00000205220	PSMB10	"proteasome (prosome, macropain) subunit, beta type, 10 [Source:HGNC Symbol;Acc:9538]"	5699		
ENSG00000205250	E2F4	"E2F transcription factor 4, p107/p130-binding [Source:HGNC Symbol;Acc:3118]"	1874		Hs.614988
ENSG00000205339	IPO7	importin 7 [Source:HGNC Symbol;Acc:9852]	10527		Hs.744911
ENSG00000205358	MT1H	metallothionein 1H [Source:HGNC Symbol;Acc:7400]	4496		
ENSG00000205362	MT1A	metallothionein 1A [Source:HGNC Symbol;Acc:7393]	4489	AAA59586	
ENSG00000205364	MT1M	metallothionein 1M [Source:HGNC Symbol;Acc:14296]	4499		
ENSG00000205413	SAMD9	sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:1348]	54809		Hs.65641
